"alura-jenson"	[["big-tits", 1], ["big-natural-tits", 1], ["milf-big-tits", 1], ["big-boobs", 1], ["alura-jenson", 1], ["alura-jenson-ass", 1], ["hot-milf", 1], ["alura-jenson-anal", 1], ["alura-jenson-bbc", 1], ["alura-jenson-milf", 1]]
"alura-jenson-anal"	[["big-tits", 1], ["big-natural-tits", 1], ["milf-big-tits", 1], ["big-boobs", 1], ["alura-jenson", 1], ["alura-jenson-ass", 1], ["hot-milf", 1], ["alura-jenson-anal", 1], ["alura-jenson-bbc", 1], ["alura-jenson-milf", 1]]
"alura-jenson-ass"	[["big-tits", 1], ["big-natural-tits", 1], ["milf-big-tits", 1], ["big-boobs", 1], ["alura-jenson", 1], ["alura-jenson-ass", 1], ["hot-milf", 1], ["alura-jenson-anal", 1], ["alura-jenson-bbc", 1], ["alura-jenson-milf", 1]]
"alura-jenson-bbc"	[["big-tits", 1], ["big-natural-tits", 1], ["milf-big-tits", 1], ["big-boobs", 1], ["alura-jenson", 1], ["alura-jenson-ass", 1], ["hot-milf", 1], ["alura-jenson-anal", 1], ["alura-jenson-bbc", 1], ["alura-jenson-milf", 1]]
"alura-jenson-milf"	[["big-tits", 1], ["big-natural-tits", 1], ["milf-big-tits", 1], ["big-boobs", 1], ["alura-jenson", 1], ["alura-jenson-ass", 1], ["hot-milf", 1], ["alura-jenson-anal", 1], ["alura-jenson-bbc", 1], ["alura-jenson-milf", 1]]
"always"	[["love", 1], ["fucking", 1], ["some", 1], ["cant", 1], ["vids.....t", 1], ["monitors", 1], ["around.", 1], ["cocklittle", 1], ["when", 1], ["hot", 2], ["looking", 1], ["enough", 1], ["brazilian", 1], ["wants", 1], ["star", 1], ["get", 1], ["big", 1], ["slut", 1], ["not", 1], ["herself", 1], ["would", 1], ["always", 4], ["see", 1], ["fun", 1], ["cock", 1], ["i'm", 1], ["sexy...as", 1], ["having", 1]]
"alynabella"	[["teen", 1], ["webcam", 1], ["alynabella", 1], ["megan", 1], ["salinas", 1], ["model", 1]]
"alyson"	[["celebrity", 1], ["alyson", 1], ["sex", 1], ["naked", 1], ["hot", 1], ["hannigan", 1], ["nude", 1]]
"alyssa"	[["doherty", 1], ["mcgowan", 1], ["rose", 1], ["combs", 1], ["milano", 1], ["shannen", 1], ["holly", 1], ["marie", 1], ["alyssa", 2]]
"amador"	[["ass", 1], ["brazil", 1], ["amateur", 1], ["brasil", 1], ["pictures", 1], ["bundassexys.com", 1], ["caiu-na-net", 1], ["bundassexys", 1], ["peitos", 1], ["amador", 1]]
"amaeur"	[["big", 1], ["tits", 1], ["amaeur", 1]]
"amai"	[["liu", 1], ["amai", 1]]
"amamteur"	[["brunette", 1], ["blowjobs", 1], ["handjobs", 1], ["babes", 1], ["amamteur", 1], ["blonde", 1]]
"amanda"	[["teen", 1], ["naughty", 1], ["exposed", 1], ["pussy", 2], ["searchcelebrityhd", 1], ["amanda-rendall", 1], ["babe", 2], ["blonde", 1], ["huge-tits", 1], ["half-naked", 1], ["twitter", 1], ["striptease", 1], ["hot", 2], ["tits", 2], ["wet", 1], ["cerny", 1], ["bunny", 1], ["ass", 2], ["big-tits", 1], ["bynes", 1], ["playboy", 1], ["amateur", 1], ["big", 1], ["boobs", 2], ["sexy", 1], ["self-shots", 1], ["big-ass", 1], ["mobile", 1], ["celebrity", 1], ["viner", 1], ["rendall", 1], ["amanda", 3]]
"amanda-rendall"	[["ass", 1], ["huge-tits", 1], ["pussy", 1], ["wet", 1], ["rendall", 1], ["tits", 1], ["big", 1], ["amanda-rendall", 1], ["amanda", 1]]
"amanda80"	[["amanda80", 1]]
"amat"	[["ass", 3], ["cute", 3], ["tight", 3], ["squirt", 3], ["sweet", 3], ["young", 3], ["tiny", 3], ["teen", 3], ["amat", 4], ["internal", 3], ["creampie", 3], ["teenager", 3], ["anal", 3], ["cum", 3], ["cumshot", 3], ["cream", 3]]
"amataur"	[["small-boobs", 1], ["model", 1], ["interracial-lesbian", 1], ["gay", 1], ["interracial", 1], ["young", 1], ["tiny", 1], ["school-girl", 1], ["girlfriend", 1], ["teen-cr", 1], ["cum-shot", 1], ["amataur", 1], ["interracial-porn", 1], ["dripping-wet", 1], ["lesbian", 1]]
"amate"	[["amateur", 1], ["amate", 1]]
"amateru"	[["milf", 1], ["blowjob", 1], ["amateur", 1], ["amateru", 1], ["big-nipples", 1]]
